iter	MultiClass
615	0.03665050765
616	0.03655807909
617	0.03647333651
618	0.0363887154
619	0.0362968322
620	0.03623298607
621	0.03615509436
622	0.03605265096
623	0.03592325342
624	0.0358609506
625	0.03573176093
626	0.03565274852
627	0.03559997921
628	0.03553053895
629	0.03543696363
630	0.03534497601
631	0.03524608308
632	0.03517522915
633	0.0350672567
634	0.03502096466
635	0.03494167098
636	0.03486042711
637	0.03476758005
638	0.03465555038
639	0.03456456088
640	0.03447970623
641	0.03441425219
642	0.03435232247
643	0.03425309949
644	0.03416771023
645	0.03408771612
646	0.03397093095
647	0.03392355028
648	0.03384782896
649	0.03377254069
650	0.03370225886
651	0.03361485687
652	0.03353944988
653	0.03341606459
654	0.03331601122
655	0.03322897487
656	0.03317492819
657	0.03307880371
658	0.03303512015
659	0.033008005
660	0.03295377618
661	0.03289062522
662	0.03282417384
663	0.03275639458
664	0.03264275283
665	0.03252973896
666	0.03243925289
667	0.03240212641
668	0.03232540809
669	0.03226715263
670	0.03220481848
671	0.03214773919
672	0.03208594937
673	0.03201921009
674	0.03197343544
675	0.03192166244
676	0.03184240366
677	0.03176201231
678	0.03168276781
679	0.03159204142
680	0.03153666316
681	0.03144272248
682	0.0313802529
683	0.03130608366
684	0.03125436536
685	0.03118499254
686	0.0311202092
687	0.03107948973
688	0.03104058365
689	0.03099025067
690	0.03093780014
691	0.03086821524
692	0.03080958612
693	0.03075476858
694	0.0307025823
695	0.03062527088
696	0.0305803057
697	0.03053131841
698	0.03048208795
699	0.03039554569
700	0.03033633687
701	0.03029232098
702	0.03024077614
703	0.03020447943
704	0.03012054429
705	0.03004966906
706	0.02998165657
707	0.02994723676
708	0.0298949531
709	0.0298316118
710	0.02978172726
711	0.02972348622
712	0.02966820275
713	0.02961924358
714	0.02955746219
715	0.02949924955
716	0.02943597396
717	0.02937642497
718	0.02932936308
719	0.02927300586
720	0.02917838908
721	0.0291329402
722	0.02909937822
723	0.02904288019
724	0.02899969753
725	0.02894194265
726	0.02887685831
727	0.02877427722
728	0.02869004692
729	0.02861681735
730	0.02858954712
731	0.02851707915
732	0.02845423163
733	0.02839722858
734	0.02836005216
735	0.02831084986
736	0.0282472197
737	0.02821589921
738	0.02814925845
739	0.02810923853
740	0.02802868926
741	0.02796825249
742	0.02794305981
743	0.02790079737
744	0.02780148374
745	0.02774954479
746	0.02769784502
747	0.02766438817
748	0.02762198837
749	0.02756426333
750	0.02752523424
751	0.02747958883
752	0.02742314785
753	0.02737310591
754	0.02732441974
755	0.02726288034
756	0.02722669361
757	0.02717319664
758	0.02712191042
759	0.02706499699
760	0.02701797745
761	0.02697664437
762	0.02693945217
763	0.02690083665
764	0.02685282002
765	0.02680498953
766	0.02675511492
767	0.02673585651
768	0.02668619421
769	0.02665920405
770	0.02662193254
771	0.02657339749
772	0.02652709595
773	0.02648148011
774	0.02644380295
775	0.02638953584
776	0.02633361896
777	0.02630122861
778	0.02624583034
779	0.02620597905
780	0.02617044006
781	0.02611957955
782	0.02604916429
783	0.02600447004
784	0.02596656439
785	0.02591301677
786	0.02583392399
787	0.02580315208
788	0.02577064601
789	0.02572157093
790	0.02565045933
791	0.0256064063
792	0.02556211186
793	0.02551190567
794	0.02547496376
795	0.02545880064
796	0.02541452156
797	0.02536299919
798	0.0253240344
799	0.02525136906
800	0.02520228051
801	0.02511309528
802	0.02505120037
803	0.02502333601
804	0.02500414988
805	0.02494434059
806	0.02488718266
807	0.0248178919
808	0.02477448932
809	0.02473775384
810	0.02470613175
811	0.02468129067
812	0.02465273293
813	0.02459812744
814	0.02452112072
815	0.02446960944
816	0.024436086
817	0.02437328612
818	0.02433131789
819	0.02429806532
820	0.02426162864
821	0.02424592195
822	0.02420320112
823	0.02417269404
824	0.02414055059
825	0.0240979832
826	0.02405362888
827	0.02400280844
828	0.02395967303
829	0.02390864702
830	0.02385830	0.02540208452
831	0.0253336865
832	0.02527433648
833	0.02521706611
834	0.02517898662
835	0.02514683182
836	0.02508645279
837	0.02500090525
838	0.02494829582
839	0.02489622021
840	0.02487513019
841	0.02481662625
842	0.02477593638
843	0.02475268489
844	0.02470734034
845	0.02469263778
846	0.02463596091
847	0.0246041921
848	0.02454928007
849	0.02450066024
850	0.02448587813
851	0.0244734789
852	0.02443294998
853	0.02434888298
854	0.02432371864
855	0.02427563099
856	0.02422640667
857	0.02418900084
858	0.02414839221
859	0.0241165475
860	0.02405028101
861	0.0240242665
862	0.02397586548
863	0.02394838868
864	0.02388089031
865	0.02385951159
866	0.02381625632
867	0.02377725236
868	0.02374065667
869	0.02371543084
870	0.02368208297
871	0.02364369589
872	0.02359512795
873	0.0235587084
874	0.02351306692
875	0.0234809366
876	0.02343169096
877	0.02338719886
878	0.0233347413
879	0.0232855114
880	0.02324213427
881	0.02320237489
882	0.02314989067
883	0.02312261274
884	0.02307325467
885	0.02304881522
886	0.0230137973
887	0.02299668299
888	0.02296482763
889	0.02293202556
890	0.02290137596
891	0.02286196232
892	0.02280490041
893	0.02277154309
894	0.02273927407
895	0.02272475616
896	0.02268345652
897	0.02265826416
898	0.02262179019
899	0.02256164864
900	0.02253495128
901	0.02250901583
902	0.02247147363
903	0.02242568417
904	0.02238413002
905	0.02233423013
906	0.02230541087
907	0.02229287193
908	0.02226051705
909	0.02223247032
910	0.02219579888
911	0.02217923966
912	0.02215508411
913	0.02212580169
914	0.02208344675
915	0.02204136078
916	0.02201449596
917	0.02197305768
918	0.02194079291
919	0.02191574558
920	0.02186291988
921	0.02181504629
922	0.02178403894
923	0.0217671532
924	0.02173562344
925	0.02168819245
926	0.02165095587
927	0.02159048134
928	0.0215383145
929	0.0214976054
930	0.02145535222
931	0.02141679119
932	0.02139593425
933	0.02136006691
934	0.02132422328
935	0.02130531299
936	0.02127883574
937	0.02123750185
938	0.02119877587
939	0.02117486265
940	0.02114200869
941	0.02112311657
942	0.02110268759
943	0.02107250374
944	0.02105350611
945	0.02102822644
946	0.02098765005
947	0.02095865864
948	0.0209199025
949	0.02088823105
950	0.02086161309
951	0.02081175373
952	0.02079343518
953	0.02075698251
954	0.02072192244
955	0.02070139454
956	0.02067161953
957	0.02063978846
958	0.02061124133
959	0.02058810602
960	0.02057255714
961	0.0205962	0.01962	0.0205963	0.01963	0.02047418097
964	0.02046540421
965	0.02044323363
966	0.02042127629
967	0.0203954691
968	0.02036697961
969	0.0203461035
970	0.02031773419
971	0.02029689049
972	0.02027005904
973	0.0202363332
974	0.02021386036
975	0.02017827237
976	0.02014333476
977	0.02011402133
978	0.02006749876
979	0.02004019724
980	0.02001452962
981	0.01997577779
982	0.01994442478
983	0.01990291149
984	0.01987546402
985	0.01985239068
986	0.01982432218
987	0.01978266365
988	0.01976738165
989	0.01973330318
990	0.01971752776
991	0.01968977366
992	0.01966431737
993	0.01963428954
994	0.01962387476
995	0.01959061611
996	0.01954683172
997	0.01951451795
998	0.01949479102
999	0.0194705644
